Game,numOpportunity,Event,Result,Start Pos,End Pos,Team,Player
,,,,,,,
USD,6,2nd Ball,Successful,"[45.42857142857141, 21.904761904761912]","[45.42857142857141, 21.904761904761912]",USD,Enter a player
,,,,,,,
USD,6,1st Ball,Successful,"[89.8095238095238, 17.904761904761912]","[89.8095238095238, 17.904761904761912]",UCSD,Enter a player
,,,,,,,
USD,6,2nd Ball,Successful,"[72.85714285714283, 18.285714285714292]","[72.85714285714283, 18.285714285714292]",UCSD,Enter a player
,,,,,,,
USD,6,1st Ball,Successful,"[91.33333333333331, 60.0]","[91.33333333333331, 60.0]",UCSD,Enter a player
,,,,,,,
USD,6,2nd Ball,Successful,"[74.19047619047618, 64.95238095238095]","[74.19047619047618, 64.95238095238095]",USD,Enter a player
,,,,,,,
USD,6,1st Ball,Successful,"[33.8095238095238, 65.71428571428572]","[33.8095238095238, 65.71428571428572]",USD,Enter a player
,,,,,,,
USD,6,2nd Ball,Successful,"[45.99999999999999, 66.66666666666667]","[45.99999999999999, 66.66666666666667]",UCSD,Enter a player
,,,,,,,
USD,6,1st Ball,Successful,"[34.38095238095237, 15.80952380952381]","[32.66666666666665, 20.0]",USD,Enter a player
,,,,,,,
USD,6,2nd Ball,Successful,"[60.66666666666665, 14.285714285714292]","[60.66666666666665, 14.285714285714292]",USD,Enter a player
,,,,,,,
USD,6,1st Ball,Successful,"[38.19047619047618, 55.04761904761905]","[38.57142857142856, 55.04761904761905]",UCSD,Enter a player
,,,,,,,
USD,6,2nd Ball,Successful,"[18.952380952380942, 72.95238095238095]","[18.952380952380942, 72.95238095238095]",USD,Enter a player
,,,,,,,
USD,7,Tackle,Successful,"[73.42857142857142, 63.61904761904762]","[76.09523809523807, 63.61904761904762]",USD,Enter a player
,,,,,,,
USD,7,Pass,Successful,"[71.33333333333331, 66.0952380952381]","[49.99999999999999, 72.38095238095238]",USD,Enter a player
,,,,,,,
USD,7,Pass,Successful,"[45.23809523809522, 73.52380952380952]","[50.57142857142856, 65.14285714285714]",USD,Enter a player
,,,,,,,
USD,7,Pass,Successful,"[51.90476190476189, 64.57142857142857]","[51.14285714285713, 72.76190476190476]",USD,Enter a player
,,,,,,,
USD,7,Pass,Successful,"[46.76190476190475, 73.14285714285714]","[32.09523809523808, 48.952380952380956]",USD,Enter a player
,,,,,,,
USD,7,Pass,Successful,"[30.190476190476183, 42.85714285714286]","[43.52380952380951, 16.57142857142857]",USD,Enter a player
,,,,,,,
USD,7,Pass,Successful,"[35.7142857142857, 6.285714285714292]","[67.52380952380952, 4.38095238095238]",USD,Enter a player
,,,,,,,
USD,7,Pass,Successful,"[65.04761904761904, 4.761904761904759]","[84.66666666666666, 18.66666666666667]",USD,Enter a player
,,,,,,,
USD,7,Shot(foot),Successful,"[91.14285714285714, 23.80952380952381]","[119.52380952380952, 43.42857142857143]",USD,Enter a player
,,,,,,,
USD,7,1st Ball,Successful,"[26.761904761904752, 46.666666666666664]","[-1, -1]",USD,Enter a player
,,,,,,,
USD,7,2nd Ball,Successful,"[41.04761904761903, 43.04761904761905]","[41.04761904761903, 43.04761904761905]",USD,Enter a player
