game,x1,y1,won,player,Side
Lipscomb,86.39999999999999,41.6,False,19,Right
Lipscomb,96.0,36.0,False,29,Left
Lipscomb,40.800000000000004,74.4,True,20,Right
Lipscomb,86.39999999999999,70.4,True,20,Right
Lipscomb,97.2,21.6,True,11,Left
Lipscomb,97.2,31.200000000000003,False,11,Left
Lipscomb,98.39999999999999,12.0,True,10,Left
Lipscomb,96.0,12.0,True,10,Left
Lipscomb,111.60000000000001,5.6000000000000005,True,7,Left
Lipscomb,99.6,40.8,False,19,Right
Lipscomb,50.4,65.6,True,29,Right
Lipscomb,98.39999999999999,64.0,False,11,Right
Lipscomb,110.4,20.8,True,29,Left
Lipscomb,90.0,13.600000000000001,True,19,Left
Lipscomb,102.0,44.0,False,11,Right
Lipscomb,92.4,40.8,True,8,Right
Lipscomb,81.60000000000001,68.0,True,20,Right
Lipscomb,108.0,69.6,True,8,Right
Lipscomb,67.2,24.8,False,8,Left
Lipscomb,109.2,36.0,False,29,Left
Lipscomb,109.2,33.6,False,29,Left
Lipscomb,112.8,34.4,False,29,Left
Lipscomb,114.0,60.8,False,29,Right
Lipscomb,97.2,67.2,False,29,Right
Lipscomb,108.0,56.8,False,2,Right
Lipscomb,76.8,44.800000000000004,True,17,Right
Lipscomb,78.0,51.2,True,17,Right
Lipscomb,111.60000000000001,26.400000000000002,False,23,Left
Lipscomb,80.4,69.6,True,12,Right
Lipscomb,87.6,21.6,True,8,Left
Lipscomb,92.4,7.199999999999999,False,17,Left
Lipscomb,79.2,58.4,False,23,Right
Lipscomb,75.6,38.4,False,19,Left
Lipscomb,84.0,19.2,True,17,Left
Lipscomb,37.2,62.400000000000006,True,19,Right
Lipscomb,97.2,6.4,False,17,Left
Lipscomb,99.6,16.0,False,29,Left
Lipscomb,7.199999999999999,27.200000000000003,False,2,Left
Lipscomb,105.6,71.2,False,7,Right
Lipscomb,106.8,13.600000000000001,False,17,Left
Lipscomb,39.6,40.0,False,23,Right
Lipscomb,108.0,59.2,False,29,Right
