Date,Match,Competition,Duration,Team,Scheme,Points,Aerial duels,Aerial duels accuracy,Aerial duels won,Average pass length,Average passes per possession,Average shot distance,Back passes,Back passes accuracy,Back passes accurate,Back passes percentage,Clearances,Conceded goals,Corners,Corners with shots,Corners with shots percentage,Counterattacks,Counterattacks with shots,Counterattacks with shots percentage,Crosses,Crosses accurate,Crossing accuracy,Deep completed crosses,Deep completed passes,Defensive duels,Defensive duels accuracy,Defensive duels won,Difference in Goals and xG,Duels,Duels accuracy,Duels won,Forward passes,Forward passes accuracy,Forward passes accurate,Forward passes percentage,Fouls,Free kicks,Free kicks with shots,Goal differential,Goal kicks,Goals,Interceptions,Lateral passes,Lateral passes accuracy,Lateral passes accurate,Lateral passes percentage,Long pass %,Long passes,Long passes accuracy,Long passes accurate,Long passes percentage,Losses,Losses High,Losses Low,Losses Medium,Match tempo,Offensive duels,Offensive duels accuracy,Offensive duels won,Offsides,PPDA,Passes,Passes accuracy,Passes accurate,Passes to final third,Passes to final third accuracy,Passes to final third accurate,Passes to final third percentage,Penalties,Penalties converted,Penalty area entries (runs,Penalty area entries (runs crosses),Penalty conversion percentage,Positional attacks,Positional attacks with shots,Positional attacks with shots percentage,"Possession, %",Progressive passes,Progressive passes accuracy,Progressive passes accurate,Progressive passes percentage,Recoveries,Recoveries High,Recoveries Low,Recoveries Medium,Red cards,Shots,Shots against,Shots against on target,Shots against on target accuracy,Shots from outside penalty area,Shots from outside penalty area on target,Shots from outside penalty area on target accuracy,Shots from outside penalty area on target percentage,Shots on target,Shots on target accuracy,Sliding tackle percentage,Sliding tackles,Sliding tackles successful,Smart passes,Smart passes accuracy,Smart passes accurate,Smart passes percentage,Throw in percentage,Throw ins,Throw ins accurate,Touches in penalty area,Yellow cards,xG
2023-09-11,UC Davis Aggies - Pacific Tigers 0:1,United States. NCAA D1 Non-conference matches,106,Pacific Tigers,4-2-3-1 (82.24%),3,53,0.4339622641509434,23,20.2,2.71,18.68,49,0.9387755102040817,46,0.1940928270042194,27,0,3,1,0.3333333333333333,1,0,0.0,13,4,0.3076923076923077,3,7,80,0.5625,45,0.35,246,0.483739837398374,119,129,0.6201550387596899,80,0.33755274261603374,14,2,1,1,11,1,51,93,0.7956989247311828,74,0.31223628691983124,14.69,47,0.3617021276595745,17,0.07172995780590717,120,34,37,49,12.96,79,0.4936708860759494,39,3,10.52,320,0.740625,237,33,0.45454545454545453,15,0.06329113924050633,0,0,21,5,,19,2,0.10526315789473684,48.12,60,0.4666666666666667,28,0.11814345991561181,82,7,52,23,0,8,23,6,0.2608695652173913,2,0,0.0,0.0,1,0.125,0.3333333333333333,3,1,1,0.0,0,0.0,0.8571428571428571,21,18,15,2,0.65
2023-09-11,UC Davis Aggies - Pacific Tigers 0:1,United States. NCAA D1 Non-conference matches,106,UC Davis Aggies,4-2-3-1 (29.51%),0,53,0.41509433962264153,22,22.18,3.24,15.16,61,0.8524590163934426,52,0.17218543046357615,19,1,8,6,0.75,2,1,0.5,40,17,0.425,14,16,79,0.5063291139240507,40,-2.73,246,0.4715447154471545,116,134,0.7388059701492538,99,0.32781456953642385,24,2,1,-1,8,0,32,150,0.8066666666666666,121,0.40066225165562913,15.03,58,0.603448275862069,35,0.11589403973509933,132,84,18,30,14.5,80,0.4375,35,1,5.64,386,0.7823834196891192,302,72,0.7083333333333334,51,0.16887417218543047,0,0,53,10,,43,13,0.3023255813953488,51.88,82,0.8292682926829268,68,0.2251655629139073,85,15,28,42,0,23,8,1,0.125,7,2,0.2857142857142857,0.3333333333333333,6,0.2608695652173913,0.0,7,0,1,0.0,0,0.0,1.0,24,24,41,3,2.73
2023-09-11,Washington Huskies - Cal State Fullerton Titans 1:1,United States. NCAA D1 Non-conference matches,106,Cal State Fullerton Titans,4-2-3-1 (100.0%),1,66,0.30303030303030304,20,19.99,2.18,21.08,26,0.8461538461538461,22,0.12222222222222222,10,1,0,0,,0,0,,7,1,0.14285714285714285,1,3,88,0.6136363636363636,54,-0.27,298,0.42953020134228187,128,140,0.4714285714285714,66,0.36666666666666664,16,3,1,0,9,1,63,72,0.75,54,0.3,22.38,64,0.328125,21,0.11666666666666667,142,57,26,59,14.09,75,0.37333333333333335,28,3,6.17,286,0.6293706293706294,180,44,0.4090909090909091,18,0.1,0,0,15,1,,22,4,0.18181818181818182,42.05,76,0.47368421052631576,36,0.2,98,13,54,31,0,6,15,3,0.2,3,0,0.0,0.0,2,0.3333333333333333,0.6,5,3,5,0.4,2,0.011111111111111112,0.6756756756756757,37,25,10,4,1.27
2023-09-11,Washington Huskies - Cal State Fullerton Titans 1:1,United States. NCAA D1 Non-conference matches,106,Washington Huskies,4-4-2 (65.91%),1,66,0.6363636363636364,42,21.0,2.86,19.41,52,0.9038461538461539,47,0.15932203389830507,25,1,5,1,0.2,0,0,,19,8,0.42105263157894735,8,7,75,0.6266666666666667,47,-0.3600000000000001,298,0.4966442953020134,148,168,0.6369047619047619,107,0.36271186440677966,15,4,1,0,9,1,49,126,0.8333333333333334,105,0.3559322033898305,18.0,72,0.4166666666666667,30,0.1016949152542373,155,78,21,56,14.3,88,0.38636363636363635,34,7,6.69,400,0.7375,295,74,0.5945945945945946,44,0.14915254237288136,0,0,33,5,,41,11,0.2682926829268293,57.95,98,0.7142857142857143,70,0.23728813559322035,126,18,51,57,0,15,6,2,0.3333333333333333,9,1,0.1111111111111111,0.3333333333333333,3,0.2,1.0,1,1,3,0.3333333333333333,1,0.003389830508474576,0.9473684210526315,38,36,26,1,1.36
2023-09-12,UC Irvine Anteaters - St. Mary's College of CA Gaels 0:0,United States. NCAA D1 Non-conference matches,94,St. Mary's College of CA Gaels,4-3-1-2 (49.45%),1,26,0.46153846153846156,12,20.81,2.99,21.32,49,0.9387755102040817,46,0.19574468085106383,20,0,4,2,0.5,0,0,,9,2,0.2222222222222222,1,3,99,0.6060606060606061,60,-0.45,218,0.44495412844036697,97,146,0.636986301369863,93,0.39574468085106385,15,4,0,0,8,0,42,84,0.8214285714285714,69,0.2936170212765957,12.5,40,0.375,15,0.06382978723404255,117,55,26,36,16.71,72,0.2916666666666667,21,1,9.05,320,0.734375,235,58,0.603448275862069,35,0.14893617021276595,0,0,13,1,,25,4,0.16,36.51,78,0.6923076923076923,54,0.2297872340425532,79,9,42,28,0,9,13,4,0.3076923076923077,4,1,0.25,1.0,1,0.1111111111111111,0.5,4,2,0,,0,0.0,0.8461538461538461,26,22,8,3,0.45
2023-09-12,UC Irvine Anteaters - St. Mary's College of CA Gaels 0:0,United States. NCAA D1 Non-conference matches,94,UC Irvine Anteaters,4-2-3-1 (100.0%),1,26,0.46153846153846156,12,21.91,4.14,18.69,78,0.9230769230769231,72,0.17866004962779156,10,0,4,1,0.25,0,0,,18,4,0.2222222222222222,4,8,72,0.7083333333333334,51,-1.31,218,0.5275229357798165,115,161,0.7204968944099379,116,0.2878411910669975,7,2,0,0,6,0,42,207,0.8405797101449275,174,0.4317617866004963,11.87,59,0.4745762711864407,28,0.06947890818858561,113,58,20,35,14.93,99,0.3939393939393939,39,2,7.74,497,0.8108651911468813,403,62,0.5967741935483871,37,0.09181141439205956,0,0,30,7,,39,12,0.3076923076923077,63.49,76,0.6710526315789473,51,0.12655086848635236,85,14,38,33,0,13,9,1,0.1111111111111111,4,0,0.0,0.0,4,0.3076923076923077,0.5,2,1,1,0.0,0,0.0,0.9393939393939394,33,31,27,0,1.31
2023-09-13,Cal Poly Mustangs - Utah Valley Wolverines 1:1,United States. NCAA D1 Non-conference matches,103,Cal Poly Mustangs,4-4-2 (100.0%),1,61,0.4918032786885246,30,20.28,2.7,13.57,41,0.7804878048780488,32,0.14545454545454545,28,1,7,1,0.14285714285714285,3,3,1.0,8,1,0.125,2,7,91,0.6153846153846154,56,-1.12,268,0.48134328358208955,129,114,0.5964912280701754,68,0.3090909090909091,17,8,0,0,5,1,41,103,0.8737864077669902,90,0.4090909090909091,14.57,44,0.4772727272727273,21,0.09545454545454546,132,67,15,50,15.79,64,0.359375,23,3,6.16,302,0.7284768211920529,220,58,0.5,29,0.1318181818181818,0,0,25,8,,22,5,0.22727272727272727,42.26,54,0.6851851851851852,37,0.16818181818181818,86,8,18,60,0,9,11,7,0.6363636363636364,1,0,0.0,0.0,3,0.3333333333333333,0.0,5,0,1,0.0,0,0.0,0.8709677419354839,31,27,19,2,2.12
2023-09-13,Cal Poly Mustangs - Utah Valley Wolverines 1:1,United States. NCAA D1 Non-conference matches,103,Utah Valley Wolverines,4-3-1-2 (93.02%),1,61,0.36065573770491804,22,21.25,3.51,19.91,68,0.9411764705882353,64,0.21993127147766323,16,1,9,4,0.4444444444444444,6,2,0.3333333333333333,11,4,0.36363636363636365,3,5,64,0.640625,41,0.25,268,0.44402985074626866,119,141,0.6382978723404256,90,0.30927835051546393,20,2,1,0,8,1,40,122,0.8688524590163934,106,0.3642611683848797,18.47,70,0.6285714285714286,44,0.15120274914089346,130,34,23,73,14.5,91,0.38461538461538464,35,1,7.96,379,0.7678100263852242,291,34,0.7941176470588235,27,0.09278350515463918,0,0,18,10,,17,3,0.17647058823529413,57.74,76,0.5526315789473685,42,0.14432989690721648,94,7,50,37,1,11,9,3,0.3333333333333333,5,3,0.6,0.42857142857142855,7,0.6363636363636364,1.0,3,3,0,,0,0.0,0.8846153846153846,26,23,19,3,0.75
2023-09-13,Grand Canyon Lopes - UC Santa Barbara Gauchos 3:0,United States. NCAA D1 Non-conference matches,104,Grand Canyon Lopes,4-1-4-1 (100.0%),3,46,0.2826086956521739,13,21.02,3.59,20.52,59,0.9322033898305084,55,0.1751592356687898,16,0,2,1,0.5,0,0,,1,1,1.0,1,4,74,0.4864864864864865,36,1.46,237,0.3924050632911392,93,134,0.582089552238806,78,0.2484076433121019,10,2,0,3,10,3,51,159,0.9119496855345912,145,0.46178343949044587,17.47,69,0.463768115942029,32,0.10191082802547771,124,38,38,48,14.76,88,0.3522727272727273,31,0,13.14,395,0.7949367088607595,314,45,0.5111111111111111,23,0.0732484076433121,0,0,18,5,,26,9,0.34615384615384615,46.22,75,0.56,42,0.1337579617834395,97,14,47,36,0,11,21,7,0.3333333333333333,7,2,0.2857142857142857,0.4,5,0.45454545454545453,1.0,2,2,0,,0,0.0,0.88,25,22,4,1,1.54
2023-09-13,Grand Canyon Lopes - UC Santa Barbara Gauchos 3:0,United States. NCAA D1 Non-conference matches,104,UC Santa Barbara Gauchos,4-1-4-1 (43.88%),0,46,0.5217391304347826,24,19.7,4.58,19.02,84,0.8571428571428571,72,0.15789473684210525,18,3,10,1,0.1,3,1,0.3333333333333333,19,10,0.5263157894736842,12,10,88,0.6477272727272727,57,-1.78,237,0.5611814345991561,133,164,0.6951219512195121,114,0.25,11,1,1,-3,4,0,40,219,0.9223744292237442,202,0.44298245614035087,9.93,55,0.38181818181818183,21,0.046052631578947366,121,68,17,36,17.79,74,0.5135135135135135,38,2,7.6,554,0.8231046931407943,456,71,0.6056338028169014,43,0.09429824561403509,0,0,29,1,,46,18,0.391304347826087,53.78,73,0.7671232876712328,56,0.12280701754385964,101,27,34,40,0,21,11,5,0.45454545454545453,8,3,0.375,0.5,6,0.2857142857142857,0.0,4,0,5,0.0,0,0.0,0.875,24,21,26,3,1.78
2023-09-15,Cal State Fullerton Titans - Air Force Falcons 2:1,United States. NCAA D1 Non-conference matches,105,Air Force Falcons,4-2-3-1 (100.0%),0,49,0.30612244897959184,15,20.06,2.11,22.21,32,0.84375,27,0.135,20,2,3,1,0.3333333333333333,4,2,0.5,8,4,0.5,3,0,93,0.5698924731182796,53,-0.56,252,0.4801587301587302,121,107,0.6542056074766355,70,0.35,13,7,1,-1,10,1,50,87,0.8275862068965517,72,0.36,13.43,36,0.6111111111111112,22,0.11,126,48,31,47,14.26,81,0.48148148148148145,39,3,10.82,268,0.746268656716418,200,46,0.6304347826086957,29,0.145,1,0,13,5,0.0,30,4,0.13333333333333333,38.39,60,0.6333333333333333,38,0.19,88,11,39,38,0,11,17,7,0.4117647058823529,6,2,0.3333333333333333,0.4,5,0.45454545454545453,0.6,5,3,2,0.5,1,0.005,0.7916666666666666,24,19,9,1,1.56
2023-09-15,Cal State Fullerton Titans - Air Force Falcons 2:1,United States. NCAA D1 Non-conference matches,105,Cal State Fullerton Titans,4-2-3-1 (100.0%),3,49,0.5918367346938775,29,20.21,3.86,16.0,56,0.9464285714285714,53,0.14722222222222223,2,1,8,1,0.125,0,0,,25,12,0.48,11,9,81,0.5185185185185185,42,-0.8300000000000001,252,0.48412698412698413,122,141,0.6808510638297872,96,0.26666666666666666,24,3,1,1,2,2,43,183,0.8852459016393442,162,0.45,8.63,39,0.46153846153846156,18,0.05,116,61,16,39,14.98,93,0.43010752688172044,40,1,3.89,452,0.7964601769911505,360,51,0.7058823529411765,36,0.1,1,0,30,5,0.0,41,11,0.2682926829268293,61.61,97,0.7422680412371134,72,0.2,102,18,43,41,0,17,11,5,0.45454545454545453,6,2,0.3333333333333333,0.2857142857142857,7,0.4117647058823529,0.0,1,0,0,,0,0.0,0.85,20,17,29,4,2.83
2023-09-15,Sacramento State Hornets - St. Mary's College of CA Gaels 2:3,United States. NCAA D1 Non-conference matches,107,Sacramento State Hornets,4-2-3-1 (88.57%),0,32,0.46875,15,21.41,3.45,19.88,55,0.9272727272727272,51,0.15789473684210525,10,3,8,1,0.125,1,1,1.0,9,0,0.0,0,10,68,0.5735294117647058,39,1.25,224,0.5267857142857143,118,139,0.7050359712230215,98,0.30340557275541796,6,5,0,-1,5,2,47,146,0.863013698630137,126,0.39009287925696595,13.51,55,0.509090909090909,28,0.08668730650154799,106,58,18,30,12.81,90,0.5222222222222223,47,1,5.81,407,0.7936117936117936,323,62,0.6129032258064516,38,0.11764705882352941,0,0,24,7,,32,3,0.09375,62.33,93,0.6236559139784946,58,0.17956656346749225,75,10,46,19,0,11,15,6,0.4,5,2,0.4,0.6666666666666666,3,0.2727272727272727,0.5,4,2,3,0.3333333333333333,1,0.0030959752321981426,0.7727272727272727,22,17,16,1,0.75
2023-09-15,Sacramento State Hornets - St. Mary's College of CA Gaels 2:3,United States. NCAA D1 Non-conference matches,107,St. Mary's College of CA Gaels,4-2-3-1 (33.28%),3,32,0.5,16,23.06,2.3,17.84,32,0.84375,27,0.15168539325842698,25,2,4,1,0.25,0,0,,11,2,0.18181818181818182,2,11,90,0.4777777777777778,43,1.33,224,0.45089285714285715,101,117,0.5982905982905983,70,0.39325842696629215,17,1,0,1,6,3,37,76,0.7236842105263158,55,0.3089887640449438,19.62,51,0.37254901960784315,19,0.10674157303370786,102,62,19,21,13.54,68,0.4264705882352941,29,10,10.58,260,0.6846153846153846,178,61,0.47540983606557374,29,0.16292134831460675,0,0,32,9,,38,14,0.3684210526315789,37.67,77,0.7532467532467533,58,0.3258426966292135,69,10,34,25,0,15,11,4,0.36363636363636365,5,0,0.0,0.0,6,0.4,0.5,2,1,5,0.8,4,0.02247191011235955,0.7333333333333333,30,22,21,2,1.67
2023-09-15,Santa Clara Broncos - UC San Diego Tritons 2:2,United States. NCAA D1 Non-conference matches,102,Santa Clara Broncos,3-5-2 (100.0%),1,73,0.410958904109589,30,18.69,3.94,15.9,75,0.9466666666666667,71,0.16745283018867924,9,2,4,1,0.25,0,0,,20,10,0.5,10,11,88,0.5795454545454546,51,0.30000000000000004,300,0.44333333333333336,133,189,0.6825396825396826,129,0.30424528301886794,20,2,0,0,3,2,26,172,0.9011627906976745,155,0.36556603773584906,11.43,59,0.576271186440678,34,0.08018867924528301,143,77,13,53,16.89,83,0.3493975903614458,29,2,5.93,516,0.8217054263565892,424,83,0.6265060240963856,52,0.12264150943396226,0,0,37,4,,40,8,0.2,56.56,99,0.7878787878787878,78,0.18396226415094338,112,16,36,60,0,10,8,5,0.625,3,0,0.0,0.0,4,0.4,0.6666666666666666,6,4,2,0.5,1,0.0023584905660377358,0.6666666666666666,30,20,17,3,1.7
2023-09-15,Santa Clara Broncos - UC San Diego Tritons 2:2,United States. NCAA D1 Non-conference matches,102,UC San Diego Tritons,3-4-2-1 (100.0%),1,73,0.4246575342465753,31,21.09,2.78,13.06,52,0.8076923076923077,42,0.15441176470588236,21,2,2,1,0.5,0,0,,8,4,0.5,4,3,83,0.6506024096385542,54,0.4099999999999999,300,0.48,144,172,0.6802325581395349,117,0.43014705882352944,16,3,0,0,9,2,64,96,0.84375,81,0.2977941176470588,20.44,74,0.6216216216216216,46,0.16911764705882354,152,46,33,73,15.42,88,0.42045454545454547,37,0,9.61,362,0.7513812154696132,272,55,0.6909090909090909,38,0.13970588235294118,0,0,15,2,,22,4,0.18181818181818182,43.44,95,0.6421052631578947,61,0.22426470588235295,109,9,59,41,0,8,10,4,0.4,1,0,0.0,0.0,4,0.5,0.16666666666666666,6,1,1,0.0,0,0.0,0.8095238095238095,21,17,10,2,1.59
2023-09-15,Utah Tech Trailblazers - CSU Bakersfield Roadrunners 0:1,United States. NCAA D1 Non-conference matches,107,CSU Bakersfield Roadrunners,4-1-4-1 (65.49%),3,40,0.55,22,20.81,2.76,22.69,44,0.9545454545454546,42,0.17073170731707318,27,0,4,0,0.0,2,2,1.0,8,2,0.25,4,5,77,0.5454545454545454,42,0.13,258,0.44573643410852715,115,112,0.5803571428571429,65,0.26422764227642276,18,4,0,1,9,1,45,123,0.8617886178861789,106,0.43089430894308944,17.19,55,0.4909090909090909,27,0.10975609756097561,131,44,27,60,14.18,98,0.336734693877551,33,1,11.41,320,0.76875,246,35,0.4857142857142857,17,0.06910569105691057,0,0,16,5,,22,10,0.45454545454545453,43.6,58,0.6379310344827587,37,0.15040650406504066,94,10,38,46,1,14,16,5,0.3125,7,3,0.42857142857142855,0.3333333333333333,9,0.6428571428571429,1.0,2,2,0,,0,0.0,0.88,25,22,15,2,0.87
2023-09-15,Utah Tech Trailblazers - CSU Bakersfield Roadrunners 0:1,United States. NCAA D1 Non-conference matches,107,Utah Tech Trailblazers,4-1-4-1 (85.96%),0,40,0.4,16,19.45,3.66,22.43,51,0.9215686274509803,47,0.12771739130434784,15,1,2,1,0.5,1,1,1.0,9,3,0.3333333333333333,2,5,98,0.6632653061224489,65,-1.19,258,0.5155038759689923,133,156,0.6923076923076923,108,0.29347826086956524,17,7,1,-1,2,0,30,195,0.8769230769230769,171,0.46467391304347827,13.57,62,0.5161290322580645,32,0.08695652173913043,124,58,10,56,15.65,77,0.45454545454545453,35,1,6.67,457,0.8052516411378556,368,55,0.6181818181818182,34,0.09239130434782608,0,0,19,4,,35,9,0.2571428571428571,56.4,72,0.7222222222222222,52,0.14130434782608695,93,9,27,57,0,16,14,9,0.6428571428571429,9,1,0.1111111111111111,0.2,5,0.3125,0.6666666666666666,6,4,1,0.0,0,0.0,0.9117647058823529,34,31,19,3,1.19
2023-09-16,Northwestern Wildcats - UC Riverside Highlanders 2:0,United States. NCAA D1 Non-conference matches,95,Northwestern Wildcats,4-1-4-1 (100.0%),3,58,0.46551724137931033,27,21.14,2.74,19.27,42,0.9761904761904762,41,0.17372881355932204,17,0,3,2,0.6666666666666666,2,1,0.5,8,1,0.125,1,8,70,0.7428571428571429,52,0.95,246,0.491869918699187,121,122,0.6311475409836066,77,0.326271186440678,11,2,1,2,6,2,35,108,0.8240740740740741,89,0.3771186440677966,14.01,43,0.5116279069767442,22,0.09322033898305085,123,68,18,37,13.21,98,0.3469387755102041,34,7,7.41,307,0.7687296416938111,236,57,0.5789473684210527,33,0.13983050847457626,0,0,25,6,,28,8,0.2857142857142857,47.32,59,0.7627118644067796,45,0.1906779661016949,96,22,28,46,0,12,8,5,0.625,4,0,0.0,0.0,4,0.3333333333333333,0.6666666666666666,6,4,1,0.0,0,0.0,0.85,20,17,16,1,1.05
2023-09-16,Northwestern Wildcats - UC Riverside Highlanders 2:0,United States. NCAA D1 Non-conference matches,95,UC Riverside Highlanders,4-2-3-1 (100.0%),0,58,0.46551724137931033,27,21.88,3.4,18.37,55,0.8727272727272727,48,0.16494845360824742,14,2,8,3,0.375,0,0,,16,8,0.5,8,3,98,0.6530612244897959,64,-0.89,246,0.4796747967479675,118,136,0.6617647058823529,90,0.30927835051546393,13,3,1,-2,11,0,45,137,0.8905109489051095,122,0.41924398625429554,15.38,58,0.6206896551724138,36,0.12371134020618557,118,35,26,57,14.57,70,0.2571428571428571,18,7,5.81,377,0.7718832891246684,291,46,0.5217391304347826,24,0.08247422680412371,0,0,19,0,,21,3,0.14285714285714285,52.68,99,0.6060606060606061,60,0.20618556701030927,94,9,54,31,0,8,12,5,0.4166666666666667,3,0,0.0,0.0,4,0.5,0.0,2,0,0,,0,0.0,1.0,18,18,8,2,0.89
2023-09-17,UC Santa Barbara Gauchos - UMKC Kangaroos 3:2,United States. NCAA D1 Non-conference matches,99,UC Santa Barbara Gauchos,3-4-1-2 (100.0%),3,43,0.5581395348837209,24,21.01,3.73,18.06,84,0.9404761904761905,79,0.22443181818181818,35,2,3,0,0.0,0,0,,18,6,0.3333333333333333,7,11,90,0.5444444444444444,49,1.8,238,0.5084033613445378,121,141,0.6879432624113475,97,0.2755681818181818,19,1,1,1,8,3,65,154,0.8441558441558441,130,0.3693181818181818,12.5,55,0.6,33,0.09375,125,54,29,42,15.98,84,0.47619047619047616,40,1,8.59,440,0.8,352,44,0.5454545454545454,24,0.06818181818181818,0,0,27,6,,34,10,0.29411764705882354,47.28,77,0.7272727272727273,56,0.1590909090909091,103,9,50,44,0,13,16,6,0.375,4,1,0.25,0.14285714285714285,7,0.5384615384615384,0.2,5,1,3,0.3333333333333333,1,0.002840909090909091,0.9285714285714286,14,13,22,2,1.2
2023-09-17,UC Santa Barbara Gauchos - UMKC Kangaroos 3:2,United States. NCAA D1 Non-conference matches,99,UMKC Kangaroos,4-3-1-2 (100.0%),0,43,0.3953488372093023,17,18.8,3.98,17.55,73,0.9315068493150684,68,0.16666666666666666,8,3,6,2,0.3333333333333333,1,0,0.0,18,9,0.5,10,9,84,0.5238095238095238,44,0.20999999999999996,238,0.4789915966386555,114,155,0.7741935483870968,120,0.29411764705882354,11,6,2,-1,7,2,42,187,0.8663101604278075,162,0.39705882352941174,9.2,45,0.6888888888888889,31,0.07598039215686274,126,71,12,43,15.93,90,0.45555555555555555,41,2,8.91,489,0.8343558282208589,408,52,0.7307692307692307,38,0.09313725490196079,0,0,27,5,,40,9,0.225,52.72,77,0.8311688311688312,64,0.1568627450980392,104,20,47,37,0,16,13,7,0.5384615384615384,5,0,0.0,0.0,6,0.375,,0,0,3,1.0,3,0.007352941176470588,0.8846153846153846,26,23,29,1,1.79
2023-09-17,Yale Bulldogs - UC Irvine Anteaters 2:0,United States. NCAA D1 Non-conference matches,99,UC Irvine Anteaters,4-2-3-1 (88.13%),0,27,0.48148148148148145,13,19.31,5.37,19.48,77,0.948051948051948,73,0.1437007874015748,6,2,2,0,0.0,0,0,,17,4,0.23529411764705882,4,6,54,0.6111111111111112,33,-0.24,181,0.49171270718232046,89,187,0.7540106951871658,141,0.27755905511811024,14,3,0,-2,11,0,41,254,0.8858267716535433,225,0.44291338582677164,9.32,56,0.5357142857142857,30,0.05905511811023622,112,52,22,38,16.76,66,0.4393939393939394,29,1,6.03,601,0.8452579034941764,508,67,0.6865671641791045,46,0.09055118110236221,0,0,24,0,,24,4,0.16666666666666666,66.01,88,0.5909090909090909,52,0.10236220472440945,94,13,46,35,0,5,8,4,0.5,2,0,0.0,0.0,1,0.2,0.5,2,1,1,0.0,0,0.0,0.9047619047619048,21,19,13,1,0.24
2023-09-17,Yale Bulldogs - UC Irvine Anteaters 2:0,United States. NCAA D1 Non-conference matches,99,Yale Bulldogs,4-4-2 (100.0%),3,27,0.4444444444444444,12,21.51,2.6,13.68,37,0.918918918918919,34,0.16585365853658537,8,0,1,0,0.0,1,0,0.0,16,9,0.5625,9,3,66,0.5606060606060606,37,0.48,181,0.44751381215469616,81,138,0.5362318840579711,74,0.36097560975609755,17,3,1,2,8,2,43,88,0.7954545454545454,70,0.34146341463414637,18.24,54,0.42592592592592593,23,0.11219512195121951,117,63,12,42,16.03,54,0.3888888888888889,21,0,10.84,296,0.6925675675675675,205,57,0.49122807017543857,28,0.13658536585365855,0,0,21,2,,30,7,0.23333333333333334,33.99,75,0.68,51,0.24878048780487805,88,16,40,32,0,8,5,1,0.2,1,1,1.0,0.25,4,0.5,0.5,2,1,1,1.0,1,0.004878048780487805,0.9230769230769231,26,24,11,0,1.52
2023-09-18,CSUN Matadors - LMU Lions 0:0,United States. NCAA D1 Non-conference matches,97,CSUN Matadors,4-4-2 (91.48%),1,53,0.33962264150943394,18,25.13,1.58,22.98,18,0.7777777777777778,14,0.10687022900763359,25,0,6,1,0.16666666666666666,2,1,0.5,13,3,0.23076923076923078,4,2,92,0.5869565217391305,54,-0.54,266,0.45864661654135336,122,94,0.5851063829787234,55,0.4198473282442748,15,3,0,0,12,0,44,67,0.6865671641791045,46,0.3511450381679389,22.82,47,0.44680851063829785,21,0.16030534351145037,115,50,23,42,10.7,71,0.39436619718309857,28,1,8.03,206,0.6359223300970874,131,37,0.5945945945945946,22,0.16793893129770993,0,0,21,4,,27,7,0.25925925925925924,43.24,62,0.6451612903225806,40,0.3053435114503817,84,10,42,32,1,12,14,3,0.21428571428571427,7,2,0.2857142857142857,0.6666666666666666,3,0.25,0.625,8,5,1,0.0,0,0.0,0.6666666666666666,30,20,10,2,0.54
2023-09-18,CSUN Matadors - LMU Lions 0:0,United States. NCAA D1 Non-conference matches,97,LMU Lions,4-4-2 (100.0%),1,53,0.4716981132075472,25,19.43,2.64,21.0,39,0.8974358974358975,35,0.12589928057553956,22,0,8,0,0.0,3,1,0.3333333333333333,14,2,0.14285714285714285,5,5,71,0.6056338028169014,43,-1.25,266,0.462406015037594,123,139,0.6834532374100719,95,0.34172661870503596,17,6,0,0,11,0,48,122,0.7868852459016393,96,0.34532374100719426,13.65,49,0.5102040816326531,25,0.08992805755395683,118,66,18,34,14.21,92,0.41304347826086957,38,0,3.33,359,0.7743732590529248,278,47,0.6170212765957447,29,0.10431654676258993,0,0,16,4,,42,7,0.16666666666666666,56.76,73,0.684931506849315,50,0.17985611510791366,94,20,44,30,0,14,12,3,0.25,9,2,0.2222222222222222,0.6666666666666666,3,0.21428571428571427,0.375,8,3,0,,0,0.0,0.8285714285714286,35,29,15,6,1.25
2023-09-18,Cal Poly Mustangs - Air Force Falcons 2:1,United States. NCAA D1 Non-conference matches,103,Air Force Falcons,4-2-3-1 (90.93%),0,44,0.4772727272727273,21,21.14,2.18,18.95,35,0.8571428571428571,30,0.1388888888888889,11,2,3,1,0.3333333333333333,0,0,,4,0,0.0,1,3,87,0.6781609195402298,59,-0.94,256,0.48828125,125,141,0.574468085106383,81,0.375,12,4,3,-1,8,1,40,105,0.7904761904761904,83,0.38425925925925924,15.61,49,0.24489795918367346,12,0.05555555555555555,138,57,27,54,13.64,99,0.3333333333333333,33,1,9.55,314,0.6878980891719745,216,63,0.6031746031746031,38,0.17592592592592593,1,1,12,1,1.0,28,4,0.14285714285714285,49.82,69,0.6666666666666666,46,0.21296296296296297,96,11,40,45,0,12,12,2,0.16666666666666666,5,1,0.2,0.2,5,0.4166666666666667,0.6666666666666666,3,2,3,0.3333333333333333,1,0.004629629629629629,0.8,35,28,8,2,1.94
