Date,Match,Competition,Duration,Team,Scheme,Points,Aerial duels,Aerial duels accuracy,Aerial duels won,Average pass length,Average passes per possession,Average shot distance,Back passes,Back passes accuracy,Back passes accurate,Back passes percentage,Clearances,Conceded goals,Corners,Corners with shots,Corners with shots percentage,Counterattacks,Counterattacks with shots,Counterattacks with shots percentage,Crosses,Crosses accurate,Crossing accuracy,Deep completed crosses,Deep completed passes,Defensive duels,Defensive duels accuracy,Defensive duels won,Difference in Goals and xG,Duels,Duels accuracy,Duels won,Forward passes,Forward passes accuracy,Forward passes accurate,Forward passes percentage,Fouls,Free kicks,Free kicks with shots,Goal differential,Goal kicks,Goals,Interceptions,Lateral passes,Lateral passes accuracy,Lateral passes accurate,Lateral passes percentage,Long pass %,Long passes,Long passes accuracy,Long passes accurate,Long passes percentage,Losses,Losses High,Losses Low,Losses Medium,Match tempo,Offensive duels,Offensive duels accuracy,Offensive duels won,Offsides,PPDA,Passes,Passes accuracy,Passes accurate,Passes to final third,Passes to final third accuracy,Passes to final third accurate,Passes to final third percentage,Penalties,Penalties converted,Penalty area entries (runs,Penalty area entries (runs crosses),Penalty conversion percentage,Positional attacks,Positional attacks with shots,Positional attacks with shots percentage,"Possession, %",Progressive passes,Progressive passes accuracy,Progressive passes accurate,Progressive passes percentage,Recoveries,Recoveries High,Recoveries Low,Recoveries Medium,Red cards,Shots,Shots against,Shots against on target,Shots against on target accuracy,Shots from outside penalty area,Shots from outside penalty area on target,Shots from outside penalty area on target accuracy,Shots from outside penalty area on target percentage,Shots on target,Shots on target accuracy,Sliding tackle percentage,Sliding tackles,Sliding tackles successful,Smart passes,Smart passes accuracy,Smart passes accurate,Smart passes percentage,Throw in percentage,Throw ins,Throw ins accurate,Touches in penalty area,Yellow cards,xG
2023-09-21,San Diego Toreros - UC San Diego Tritons 2:1,United States. NCAA D1 Non-conference matches,96,UC San Diego Tritons,4-3-2-1 (100.0%),0,56,0.30357142857142855,17,21.15,2.99,20.23,49,0.8571428571428571,42,0.15272727272727274,14,2,8,3,0.375,0,0,,18,8,0.4444444444444444,8,3,97,0.6494845360824743,63,-0.3799999999999999,280,0.45714285714285713,128,162,0.6851851851851852,111,0.4036363636363636,6,3,0,-1,6,1,47,103,0.8155339805825242,84,0.3054545454545455,14.25,52,0.5192307692307693,27,0.09818181818181818,140,68,21,51,15.46,95,0.3684210526315789,35,0,12.43,365,0.7534246575342466,275,68,0.6176470588235294,42,0.15272727272727274,0,0,30,3,,36,12,0.3333333333333333,44.59,90,0.7555555555555555,68,0.24727272727272728,112,13,56,43,0,15,17,5,0.29411764705882354,9,3,0.3333333333333333,0.375,8,0.5333333333333333,0.25,4,1,2,0.5,1,0.0036363636363636364,0.782608695652174,23,18,10,1,1.38
2023-09-22,LMU Lions - Cal State Fullerton Titans 0:1,United States. NCAA D1 Non-conference matches,105,Cal State Fullerton Titans,4-2-3-1 (100.0%),3,42,0.4523809523809524,19,20.12,3.02,22.62,43,0.8837209302325582,38,0.1314878892733564,25,0,4,1,0.25,0,0,,12,5,0.4166666666666667,6,5,86,0.6395348837209303,55,-0.8400000000000001,259,0.49034749034749037,127,142,0.6408450704225352,91,0.314878892733564,12,3,1,1,10,1,29,146,0.8835616438356164,129,0.4463667820069204,9.41,35,0.45714285714285713,16,0.05536332179930796,127,53,29,45,15.9,86,0.4883720930232558,42,3,13.7,372,0.7768817204301075,289,64,0.609375,39,0.13494809688581316,1,1,19,2,1.0,34,8,0.23529411764705882,47.46,79,0.6455696202531646,51,0.17647058823529413,98,17,44,37,0,13,9,4,0.4444444444444444,9,4,0.4444444444444444,0.5,8,0.6153846153846154,,0,0,4,0.5,2,0.006920415224913495,0.7407407407407407,27,20,13,1,1.84
2023-09-22,LMU Lions - Cal State Fullerton Titans 0:1,United States. NCAA D1 Non-conference matches,105,LMU Lions,3-5-2 (80.1%),0,42,0.42857142857142855,18,21.37,3.37,22.68,56,0.875,49,0.15960912052117263,19,1,7,2,0.2857142857142857,1,0,0.0,12,4,0.3333333333333333,4,2,86,0.5116279069767442,44,-0.77,259,0.46332046332046334,120,127,0.5984251968503937,76,0.247557003257329,15,6,0,-1,11,0,57,154,0.9025974025974026,139,0.4527687296416938,12.02,47,0.5531914893617021,26,0.08469055374592833,137,57,27,53,15.1,86,0.36046511627906974,31,2,5.86,391,0.7851662404092071,307,54,0.5370370370370371,29,0.09446254071661238,0,0,20,4,,30,4,0.13333333333333333,52.54,67,0.5522388059701493,37,0.12052117263843648,101,16,45,40,0,9,13,8,0.6153846153846154,4,1,0.25,0.25,4,0.4444444444444444,0.6,5,3,2,0.0,0,0.0,0.8928571428571429,28,25,19,2,0.77
2023-09-22,Portland Pilots - CSUN Matadors 4:0,United States. NCAA D1 Non-conference matches,98,CSUN Matadors,4-2-3-1 (100.0%),0,36,0.6944444444444444,25,23.01,2.96,18.09,41,0.9512195121951219,39,0.15853658536585366,5,4,3,1,0.3333333333333333,1,0,0.0,17,5,0.29411764705882354,5,4,94,0.6382978723404256,60,-0.81,228,0.4956140350877193,113,122,0.6475409836065574,79,0.32113821138211385,12,4,0,-4,5,0,35,135,0.7925925925925926,107,0.4349593495934959,18.98,63,0.42857142857142855,27,0.10975609756097561,111,59,20,32,13.75,83,0.26506024096385544,22,5,11.11,332,0.7409638554216867,246,68,0.5735294117647058,39,0.15853658536585366,0,0,20,4,,25,3,0.12,45.48,74,0.6756756756756757,50,0.2032520325203252,64,9,27,28,0,7,15,7,0.4666666666666667,3,1,0.3333333333333333,0.25,4,0.5714285714285714,1.0,3,3,3,0.3333333333333333,1,0.0040650406504065045,0.8076923076923077,26,21,11,0,0.81
2023-09-22,Portland Pilots - CSUN Matadors 4:0,United States. NCAA D1 Non-conference matches,98,Portland Pilots,4-4-2 (100.0%),3,36,0.2222222222222222,8,21.34,3.98,17.62,79,0.9493670886075949,75,0.20718232044198895,27,0,5,0,0.0,0,0,,17,7,0.4117647058823529,4,12,83,0.7349397590361446,61,0.9500000000000002,228,0.4868421052631579,111,150,0.7466666666666667,112,0.30939226519337015,17,2,1,4,3,4,50,165,0.8787878787878788,145,0.4005524861878453,10.73,47,0.48936170212765956,23,0.06353591160220995,100,53,17,30,15.13,94,0.3617021276595745,34,5,6.89,438,0.8264840182648402,362,60,0.6666666666666666,40,0.11049723756906077,1,1,36,10,1.0,34,11,0.3235294117647059,54.52,78,0.717948717948718,56,0.15469613259668508,86,13,47,26,0,15,7,4,0.5714285714285714,5,1,0.2,0.14285714285714285,7,0.4666666666666667,0.3333333333333333,3,1,7,0.7142857142857143,5,0.013812154696132596,1.0,14,14,31,0,3.05
2023-09-22,Santa Clara Broncos - CSU Bakersfield Roadrunners 1:1,United States. NCAA D1 Non-conference matches,98,CSU Bakersfield Roadrunners,4-1-4-1 (100.0%),1,66,0.3787878787878788,25,19.03,3.37,27.23,64,0.890625,57,0.15921787709497207,29,1,7,1,0.14285714285714285,3,1,0.3333333333333333,8,0,0.0,0,1,73,0.6438356164383562,47,0.5700000000000001,261,0.4942528735632184,129,167,0.6706586826347305,112,0.3128491620111732,18,4,0,0,5,1,51,155,0.9161290322580645,142,0.39664804469273746,10.56,47,0.5106382978723404,24,0.0670391061452514,127,49,25,53,15.91,80,0.4875,39,1,5.81,445,0.8044943820224719,358,58,0.6379310344827587,37,0.10335195530726257,0,0,13,6,,31,4,0.12903225806451613,55.88,71,0.676056338028169,48,0.1340782122905028,105,13,55,37,0,8,9,4,0.4444444444444444,5,4,0.8,0.5714285714285714,7,0.875,0.36363636363636365,11,4,3,0.0,0,0.0,0.8709677419354839,31,27,9,1,0.43
2023-09-22,Santa Clara Broncos - CSU Bakersfield Roadrunners 1:1,United States. NCAA D1 Non-conference matches,98,Santa Clara Broncos,3-4-1-2 (100.0%),1,66,0.5,33,19.49,2.58,15.4,65,0.9230769230769231,60,0.22556390977443608,28,1,5,2,0.4,1,0,0.0,15,6,0.4,7,3,80,0.5125,41,-0.06000000000000005,261,0.44061302681992337,115,122,0.6885245901639344,84,0.3157894736842105,21,5,0,0,1,1,61,104,0.8269230769230769,86,0.3233082706766917,14.37,49,0.6122448979591837,30,0.11278195488721804,131,69,17,45,15.44,73,0.3561643835616438,26,1,6.19,341,0.7800586510263929,266,46,0.6521739130434783,30,0.11278195488721804,0,0,22,3,,34,6,0.17647058823529413,44.12,64,0.734375,47,0.17669172932330826,117,19,49,49,0,9,8,7,0.875,2,0,0.0,0.0,4,0.4444444444444444,0.3333333333333333,3,1,0,,0,0.0,0.78125,32,25,11,4,1.06
2023-09-23,Sacramento State Hornets - San Jose State Spartans 1:4,United States. NCAA D1 Non-conference matches,98,Sacramento State Hornets,4-3-1-2 (100.0%),0,20,0.55,11,19.42,4.62,13.93,90,0.9444444444444444,85,0.2135678391959799,8,4,4,3,0.75,0,0,,12,2,0.16666666666666666,4,10,48,0.5625,27,-0.41999999999999993,172,0.46511627906976744,80,129,0.7131782945736435,92,0.23115577889447236,16,2,1,-3,8,1,25,187,0.9037433155080213,169,0.42462311557788945,9.03,43,0.46511627906976744,20,0.05025125628140704,81,47,7,27,15.81,72,0.4027777777777778,29,3,11.61,476,0.8361344537815126,398,51,0.6470588235294118,33,0.0829145728643216,0,0,28,11,,34,6,0.17647058823529413,49.36,64,0.671875,43,0.10804020100502512,68,18,16,34,0,11,13,7,0.5384615384615384,1,0,0.0,0.0,3,0.2727272727272727,0.0,5,0,2,0.5,1,0.002512562814070352,0.8695652173913043,23,20,30,3,1.42
2023-09-23,Sacramento State Hornets - San Jose State Spartans 1:4,United States. NCAA D1 Non-conference matches,98,San Jose State Spartans,4-4-1-1 (100.0%),3,20,0.4,8,18.66,5.49,12.89,81,1.0,81,0.17532467532467533,14,1,3,2,0.6666666666666666,0,0,,11,3,0.2727272727272727,3,7,72,0.5972222222222222,43,0.7999999999999998,172,0.5058139534883721,87,153,0.7843137254901961,120,0.2597402597402597,9,1,0,3,7,4,44,207,0.9082125603864735,188,0.4069264069264069,7.59,40,0.525,21,0.045454545454545456,90,24,26,40,17.06,48,0.4375,21,6,13.74,527,0.8766603415559773,462,48,0.7291666666666666,35,0.07575757575757576,0,0,18,3,,24,9,0.375,50.64,79,0.6329113924050633,50,0.10822510822510822,67,5,36,26,0,13,11,3,0.2727272727272727,2,0,0.0,0.0,7,0.5384615384615384,0.42857142857142855,7,3,9,0.4444444444444444,4,0.008658008658008658,1.0,14,14,16,1,3.2
2023-09-24,UC Irvine Anteaters - UCLA Bruins 0:4,United States. NCAA D1 Non-conference matches,103,UC Irvine Anteaters,4-2-3-1 (47.58%),0,33,0.36363636363636365,12,17.16,3.8,16.56,70,0.9,63,0.18694362017804153,22,4,5,1,0.2,1,0,0.0,9,2,0.2222222222222222,3,1,72,0.5416666666666666,39,-0.76,202,0.4158415841584158,84,143,0.6923076923076923,99,0.29376854599406527,16,2,0,-4,6,0,45,135,0.8666666666666667,117,0.34718100890207715,8.37,35,0.5142857142857142,18,0.05341246290801187,101,26,30,45,18.27,69,0.3333333333333333,23,1,18.2,418,0.80622009569378,337,28,0.42857142857142855,12,0.03560830860534125,0,0,11,3,,18,4,0.2222222222222222,38.51,56,0.4107142857142857,23,0.06824925816023739,84,7,46,31,0,6,20,9,0.45,2,1,0.5,0.5,2,0.3333333333333333,0.3333333333333333,3,1,0,,0,0.0,1.0,17,17,9,4,0.76
2023-09-24,UC Irvine Anteaters - UCLA Bruins 0:4,United States. NCAA D1 Non-conference matches,103,UCLA Bruins,4-1-4-1 (100.0%),3,33,0.45454545454545453,15,19.8,5.48,14.09,113,0.9557522123893806,108,0.18685121107266436,7,0,4,4,1.0,1,0,0.0,27,12,0.4444444444444444,9,13,69,0.6666666666666666,46,-0.4400000000000004,202,0.5396039603960396,109,188,0.7287234042553191,137,0.2370242214532872,6,1,0,4,4,4,34,287,0.9337979094076655,268,0.46366782006920415,8.82,59,0.4745762711864407,28,0.04844290657439446,107,59,12,36,18.31,72,0.4583333333333333,33,4,11.26,669,0.8639760837070254,578,70,0.6428571428571429,45,0.07785467128027682,1,1,36,7,1.0,46,15,0.32608695652173914,61.49,87,0.7931034482758621,69,0.11937716262975778,100,26,31,43,0,20,6,2,0.3333333333333333,6,1,0.16666666666666666,0.1111111111111111,9,0.45,0.0,1,0,3,0.0,0,0.0,0.9230769230769231,26,24,35,1,4.44
2023-09-24,UC Riverside Highlanders - California Baptist Lancers 1:1,United States. NCAA D1 Non-conference matches,102,California Baptist Lancers,4-4-2 (100.0%),1,39,0.6410256410256411,25,19.74,3.62,18.34,60,0.9666666666666667,58,0.1746987951807229,22,1,4,0,0.0,0,0,,16,5,0.3125,5,15,72,0.6805555555555556,49,0.26,248,0.4959677419354839,123,156,0.717948717948718,112,0.3373493975903614,14,1,1,0,9,1,41,136,0.8676470588235294,118,0.35542168674698793,16.3,66,0.6060606060606061,40,0.12048192771084337,96,42,17,37,14.32,95,0.4105263157894737,39,2,9.07,405,0.8197530864197531,332,47,0.6808510638297872,32,0.0963855421686747,0,0,30,9,,32,7,0.21875,51.2,76,0.7105263157894737,54,0.16265060240963855,78,12,37,29,0,11,12,2,0.16666666666666666,4,0,0.0,0.0,5,0.45454545454545453,0.3333333333333333,3,1,1,1.0,1,0.0030120481927710845,0.9583333333333334,24,23,31,3,0.74
2023-09-24,UC Riverside Highlanders - California Baptist Lancers 1:1,United States. NCAA D1 Non-conference matches,102,UC Riverside Highlanders,4-3-1-2 (65.64%),1,39,0.28205128205128205,11,20.89,3.36,20.15,46,0.9347826086956522,43,0.14625850340136054,22,1,6,3,0.5,1,1,1.0,16,5,0.3125,5,4,95,0.5894736842105263,56,0.44999999999999996,248,0.4435483870967742,110,125,0.696,87,0.29591836734693877,12,3,1,0,9,1,31,150,0.8866666666666667,133,0.4523809523809524,13.22,48,0.4791666666666667,23,0.0782312925170068,102,48,25,29,13.47,72,0.3194444444444444,23,2,9.61,363,0.8099173553719008,294,50,0.6,30,0.10204081632653061,0,0,28,7,,29,6,0.20689655172413793,48.8,64,0.71875,46,0.1564625850340136,80,15,32,33,0,12,11,5,0.45454545454545453,5,1,0.2,0.5,2,0.16666666666666666,0.5714285714285714,7,4,4,0.75,3,0.01020408163265306,1.0,18,18,17,3,0.55
2023-09-24,UC Santa Barbara Gauchos - Cal Poly Mustangs 2:0,United States. NCAA D1 Non-conference matches,99,Cal Poly Mustangs,4-4-2 (100.0%),0,57,0.3684210526315789,21,19.79,3.52,21.27,55,0.8727272727272727,48,0.15841584158415842,12,2,2,1,0.5,0,0,,14,5,0.35714285714285715,4,5,102,0.7156862745098039,73,-0.8,260,0.4807692307692308,125,145,0.6413793103448275,93,0.3069306930693069,11,8,0,-2,6,0,41,144,0.875,126,0.4158415841584158,12.69,50,0.52,26,0.0858085808580858,142,66,20,56,15.89,64,0.296875,19,0,9.51,394,0.7690355329949239,303,59,0.6440677966101694,38,0.1254125412541254,0,0,20,2,,24,7,0.2916666666666667,44.76,78,0.782051282051282,61,0.20132013201320131,95,13,33,49,0,9,9,4,0.4444444444444444,6,1,0.16666666666666666,0.3333333333333333,3,0.3333333333333333,0.6666666666666666,6,4,1,1.0,1,0.0033003300330033004,0.7352941176470589,34,25,6,1,0.8
2023-09-24,UC Santa Barbara Gauchos - Cal Poly Mustangs 2:0,United States. NCAA D1 Non-conference matches,99,UC Santa Barbara Gauchos,3-4-3 (100.0%),3,57,0.5614035087719298,32,19.46,4.97,17.61,113,0.911504424778761,103,0.2367816091954023,18,0,2,1,0.5,0,0,,7,2,0.2857142857142857,2,5,64,0.703125,45,0.8899999999999999,260,0.4576923076923077,119,177,0.672316384180791,119,0.2735632183908046,17,1,0,2,8,2,49,161,0.9006211180124224,145,0.3333333333333333,13.85,73,0.5342465753424658,39,0.0896551724137931,137,43,26,68,17.22,102,0.28431372549019607,29,1,9.35,527,0.825426944971537,435,48,0.6666666666666666,32,0.0735632183908046,0,0,17,4,,31,5,0.16129032258064516,55.24,99,0.5858585858585859,58,0.13333333333333333,101,10,46,45,0,9,9,3,0.3333333333333333,4,1,0.25,0.25,4,0.4444444444444444,0.0,2,0,1,0.0,0,0.0,0.8260869565217391,23,19,16,2,1.11
2023-09-25,Cal State Fullerton Titans - San Diego Toreros 2:0,United States. NCAA D1 Non-conference matches,94,Cal State Fullerton Titans,4-2-3-1 (63.45%),3,41,0.4634146341463415,19,20.37,3.08,18.9,54,0.9444444444444444,51,0.1588785046728972,23,0,6,1,0.16666666666666666,5,2,0.4,17,5,0.29411764705882354,5,7,72,0.6944444444444444,50,1.27,220,0.4863636363636364,107,153,0.6535947712418301,100,0.3115264797507788,9,1,1,2,6,2,48,149,0.8523489932885906,127,0.3956386292834891,10.02,41,0.4634146341463415,19,0.059190031152647975,122,51,16,55,15.23,74,0.40540540540540543,30,3,9.0,409,0.784841075794621,321,53,0.5471698113207547,29,0.09034267912772585,0,0,23,6,,27,6,0.2222222222222222,49.47,68,0.6617647058823529,45,0.14018691588785046,96,13,40,43,0,11,6,1,0.16666666666666666,5,1,0.2,0.2,5,0.45454545454545453,1.0,3,3,1,1.0,1,0.003115264797507788,0.7837837837837838,37,29,19,0,0.73
2023-09-25,Cal State Fullerton Titans - San Diego Toreros 2:0,United States. NCAA D1 Non-conference matches,94,San Diego Toreros,4-2-3-1 (47.61%),0,41,0.34146341463414637,14,19.67,3.52,18.44,65,0.8615384615384616,56,0.16138328530259366,25,2,3,2,0.6666666666666666,0,0,,8,2,0.25,3,2,74,0.5945945945945946,44,-0.55,220,0.43636363636363634,96,150,0.6533333333333333,98,0.2824207492795389,10,2,1,-2,9,0,56,173,0.8786127167630058,152,0.43804034582132567,13.65,61,0.5081967213114754,31,0.0893371757925072,144,55,21,68,16.29,72,0.3055555555555556,22,4,8.74,447,0.7762863534675615,347,60,0.5666666666666667,34,0.09798270893371758,0,0,16,3,,25,3,0.12,50.53,82,0.6219512195121951,51,0.14697406340057637,91,10,41,40,0,6,11,5,0.45454545454545453,3,1,0.3333333333333333,1.0,1,0.16666666666666666,0.0,3,0,2,0.0,0,0.0,0.7857142857142857,28,22,7,1,0.55
2023-09-25,Santa Clara Broncos - CSUN Matadors 1:0,United States. NCAA D1 Non-conference matches,94,CSUN Matadors,3-4-1-2 (100.0%),0,52,0.5,26,22.2,2.63,23.47,49,0.8979591836734694,44,0.1825726141078838,13,1,2,1,0.5,0,0,,6,0,0.0,0,2,97,0.6288659793814433,61,-0.24,310,0.43870967741935485,136,142,0.6338028169014085,90,0.37344398340248963,9,5,0,-1,13,0,36,98,0.8367346938775511,82,0.34024896265560167,19.44,63,0.5238095238095238,33,0.13692946058091288,126,41,29,56,14.03,111,0.26126126126126126,29,1,12.25,324,0.7438271604938271,241,54,0.5370370370370371,29,0.12033195020746888,0,0,8,1,,26,4,0.15384615384615385,44.17,73,0.6438356164383562,47,0.1950207468879668,98,6,45,47,0,7,15,4,0.26666666666666666,4,0,0.0,,0,0.0,0.0,1,0,0,,0,0.0,0.7241379310344828,29,21,4,2,0.24
2023-09-25,Santa Clara Broncos - CSUN Matadors 1:0,United States. NCAA D1 Non-conference matches,94,Santa Clara Broncos,3-4-1-2 (100.0%),3,52,0.36538461538461536,19,20.11,3.49,21.75,93,0.8494623655913979,79,0.2188365650969529,10,0,7,1,0.14285714285714285,1,0,0.0,18,9,0.5,9,11,111,0.7387387387387387,82,-0.33000000000000007,310,0.5161290322580645,160,142,0.7746478873239436,110,0.3047091412742382,11,2,0,1,7,1,63,127,0.8976377952755905,114,0.3157894736842105,13.99,60,0.5833333333333334,35,0.09695290858725762,125,58,11,56,14.7,97,0.3711340206185567,36,0,4.47,429,0.8414918414918415,361,46,0.6956521739130435,32,0.0886426592797784,0,0,24,3,,51,13,0.2549019607843137,55.83,86,0.8023255813953488,69,0.19113573407202217,84,15,29,40,0,15,7,0,0.0,8,1,0.125,0.5,2,0.13333333333333333,0.6666666666666666,6,4,2,0.5,1,0.002770083102493075,0.8918918918918919,37,33,21,2,1.33
2023-09-25,UC Davis Aggies - San Jose State Spartans 3:0,United States. NCAA D1 Non-conference matches,95,San Jose State Spartans,4-4-1-1 (51.03%),0,37,0.43243243243243246,16,19.51,4.55,25.89,82,0.9146341463414634,75,0.16163793103448276,19,3,1,0,0.0,0,0,,4,1,0.25,0,2,89,0.6292134831460674,56,-0.53,255,0.4627450980392157,118,179,0.6703910614525139,120,0.25862068965517243,11,1,0,-3,10,0,49,226,0.9026548672566371,204,0.4396551724137931,7.98,45,0.4,18,0.03879310344827586,129,48,38,43,17.28,94,0.35106382978723405,33,2,13.76,564,0.8226950354609929,464,51,0.5098039215686274,26,0.05603448275862069,0,0,13,2,,16,2,0.125,56.33,79,0.5063291139240507,40,0.08620689655172414,93,7,62,24,0,3,15,7,0.4666666666666667,2,0,0.0,,0,0.0,0.5,6,3,1,0.0,0,0.0,0.8888888888888888,27,24,4,3,0.53
2023-09-25,UC Davis Aggies - San Jose State Spartans 3:0,United States. NCAA D1 Non-conference matches,95,UC Davis Aggies,4-1-4-1 (100.0%),3,37,0.40540540540540543,15,23.36,3.37,15.59,85,0.9294117647058824,79,0.2677966101694915,13,0,5,2,0.4,0,0,,22,9,0.4090909090909091,8,11,94,0.648936170212766,61,0.8900000000000001,255,0.48627450980392156,124,145,0.6482758620689655,94,0.31864406779661014,17,3,0,3,5,3,33,110,0.8545454545454545,94,0.31864406779661014,16.01,61,0.4262295081967213,26,0.08813559322033898,111,75,11,25,15.06,89,0.3707865168539326,33,2,11.55,381,0.7742782152230971,295,71,0.647887323943662,46,0.15593220338983052,0,0,30,6,,46,12,0.2608695652173913,43.67,85,0.788235294117647,67,0.2271186440677966,92,26,31,35,0,15,3,0,0.0,4,1,0.25,0.16666666666666666,6,0.4,0.75,4,3,2,1.0,2,0.006779661016949152,0.9032258064516129,31,28,30,2,2.11
2023-09-28,CSUN Matadors - Cal State Fullerton Titans 4:5,United States. NCAA D1 Big West,115,CSUN Matadors,4-4-2 (100.0%),0,45,0.4888888888888889,22,21.97,2.03,17.33,33,0.8484848484848485,28,0.16279069767441862,23,5,7,3,0.42857142857142855,1,1,1.0,10,3,0.3,3,8,129,0.6201550387596899,80,1.9700000000000002,296,0.4966216216216216,147,116,0.5603448275862069,65,0.37790697674418605,23,3,0,-1,14,4,42,69,0.8405797101449275,58,0.3372093023255814,16.41,42,0.42857142857142855,18,0.10465116279069768,110,50,25,35,12.1,105,0.34285714285714286,36,0,6.71,256,0.671875,172,58,0.5862068965517241,34,0.19767441860465115,0,0,17,4,,32,8,0.25,44.32,66,0.5909090909090909,39,0.22674418604651161,88,7,41,40,0,15,23,11,0.4782608695652174,5,2,0.4,0.2,10,0.6666666666666666,0.2857142857142857,7,2,0,,0,0.0,0.7272727272727273,22,16,17,6,2.03
2023-09-28,CSUN Matadors - Cal State Fullerton Titans 4:5,United States. NCAA D1 Big West,115,Cal State Fullerton Titans,4-2-3-1 (100.0%),3,45,0.35555555555555557,16,22.15,2.53,17.28,44,0.9090909090909091,40,0.14285714285714285,11,4,9,2,0.2222222222222222,1,1,1.0,17,3,0.17647058823529413,2,9,105,0.6571428571428571,69,1.4700000000000002,296,0.46959459459459457,139,137,0.6788321167883211,93,0.33214285714285713,12,6,3,1,8,5,31,143,0.8461538461538461,121,0.43214285714285716,13.62,50,0.46,23,0.08214285714285714,121,62,18,41,13.81,129,0.3798449612403101,49,1,5.97,367,0.7629427792915532,280,49,0.6122448979591837,30,0.10714285714285714,1,1,22,4,1.0,38,16,0.42105263157894735,55.68,72,0.75,54,0.19285714285714287,89,14,47,28,0,23,15,12,0.8,8,3,0.375,0.2727272727272727,11,0.4782608695652174,1.0,2,2,0,,0,0.0,0.8571428571428571,35,30,27,1,3.53
2023-09-28,Cal Poly Mustangs - UC Davis Aggies 0:1,United States. NCAA D1 Big West,94,Cal Poly Mustangs,4-2-3-1 (100.0%),0,80,0.3375,27,24.74,3.14,19.33,52,0.9807692307692307,51,0.16887417218543047,13,1,2,0,0.0,1,0,0.0,19,8,0.42105263157894735,7,4,108,0.7314814814814815,79,-0.22,320,0.46875,150,148,0.6081081081081081,90,0.2980132450331126,18,5,0,-1,9,0,38,161,0.8944099378881988,144,0.4768211920529801,15.05,59,0.4406779661016949,26,0.08609271523178808,123,58,21,44,14.9,93,0.25806451612903225,24,4,5.87,392,0.7704081632653061,302,77,0.4935064935064935,38,0.12582781456953643,0,0,23,3,,34,3,0.08823529411764706,50.98,74,0.6891891891891891,51,0.16887417218543047,92,16,37,39,0,3,3,1,0.3333333333333333,1,1,1.0,0.3333333333333333,3,1.0,1.0,1,1,0,,0,0.0,0.8536585365853658,41,35,9,1,0.22
2023-09-28,Cal Poly Mustangs - UC Davis Aggies 0:1,United States. NCAA D1 Big West,94,UC Davis Aggies,4-1-4-1 (100.0%),3,80,0.625,50,24.3,2.61,18.2,53,0.8867924528301887,47,0.1910569105691057,31,0,0,0,,0,0,,10,2,0.2,2,2,93,0.7419354838709677,69,0.85,320,0.49375,158,121,0.6859504132231405,83,0.33739837398373984,17,0,0,1,8,1,49,125,0.832,104,0.42276422764227645,21.0,67,0.6567164179104478,44,0.17886178861788618,134,52,32,50,12.61,108,0.26851851851851855,29,0,8.4,319,0.7711598746081505,246,54,0.7777777777777778,42,0.17073170731707318,0,0,17,1,,32,2,0.0625,49.02,83,0.7108433734939759,59,0.23983739837398374,100,12,51,37,0,3,3,4,1.3333333333333333,1,0,0.0,0.0,1,0.3333333333333333,0.0,1,0,0,,0,0.0,0.8888888888888888,36,32,5,1,0.15
2023-09-28,Sacramento State Hornets - CSU Bakersfield Roadrunners 1:1,United States. NCAA D1 Big West,102,CSU Bakersfield Roadrunners,4-2-3-1 (100.0%),1,36,0.4166666666666667,15,20.28,3.13,18.99,66,0.803030303030303,53,0.16257668711656442,10,1,5,2,0.4,0,0,,11,1,0.09090909090909091,2,10,58,0.7413793103448276,43,-1.0499999999999998,217,0.48847926267281105,106,137,0.7372262773722628,101,0.3098159509202454,13,6,0,0,7,1,33,125,0.88,110,0.3374233128834356,10.08,40,0.475,19,0.05828220858895705,89,51,15,23,15.91,83,0.40963855421686746,34,3,8.0,397,0.8211586901763224,326,56,0.625,35,0.10736196319018405,1,1,25,3,1.0,38,7,0.18421052631578946,51.95,77,0.7792207792207793,60,0.18404907975460122,85,13,41,31,0,14,10,5,0.5,6,2,0.3333333333333333,0.3333333333333333,6,0.42857142857142855,0.0,2,0,2,0.0,0,0.0,0.9583333333333334,24,23,18,2,2.05
2023-09-28,Sacramento State Hornets - CSU Bakersfield Roadrunners 1:1,United States. NCAA D1 Big West,102,Sacramento State Hornets,4-3-1-2 (100.0%),1,36,0.5,18,21.23,2.97,15.54,46,0.9565217391304348,44,0.1660377358490566,19,1,4,2,0.5,1,0,0.0,5,1,0.2,1,7,83,0.5903614457831325,49,-0.71,217,0.4608294930875576,100,121,0.6528925619834711,79,0.2981132075471698,19,4,1,0,10,1,24,111,0.9099099099099099,101,0.38113207547169814,15.45,51,0.45098039215686275,23,0.08679245283018867,110,47,29,34,14.3,58,0.25862068965517243,15,0,11.95,330,0.803030303030303,265,49,0.5918367346938775,29,0.10943396226415095,0,0,15,2,,30,5,0.16666666666666666,48.05,70,0.7142857142857143,50,0.18867924528301888,70,8,33,29,0,10,14,8,0.5714285714285714,2,2,1.0,0.5,4,0.4,0.5,6,3,6,0.16666666666666666,1,0.0037735849056603774,0.6818181818181818,22,15,16,3,1.71
