Game,numOpportunity,Event,Result,Start Pos,End Pos,Team
CSUN,24,Shot(foot),Unsuccessful,"[111.9047619047619, 33.714285714285715]","[119.52380952380952, 32.0]",Opponent
,,,,,,
CSUN,25,Set Piece,Successful,"[41.99999999999999, 17.523809523809533]","[54.19047619047618, 9.333333333333343]",Opponent
CSUN,25,Pass,Successful,"[71.7142857142857, 16.76190476190476]","[90.76190476190476, 1.7142857142857224]",Opponent
,,,,,,
CSUN,25,Pass,Successful,"[93.61904761904762, 2.6666666666666714]","[105.04761904761904, 26.285714285714292]",Opponent
,,,,,,
CSUN,25,Tackle,Unsuccessful,"[108.09523809523807, 26.095238095238102]","[-1, -1]",UCSD
,,,,,,
CSUN,25,Pass,Successful,"[117.04761904761904, 23.23809523809524]","[116.66666666666666, 45.523809523809526]",Opponent
,,,,,,
CSUN,25,Shot(foot),Successful,"[117.8095238095238, 46.476190476190474]","[119.7142857142857, 43.23809523809524]",Opponent
,,,,,,
CSU Bakersfield,26,Set Piece,Successful,"[6.3809523809523725, 40.57142857142857]","[11.714285714285701, 24.0]",Opponent
,,,,,,
CSU Bakersfield,26,Pass,Successful,"[11.333333333333321, 26.66666666666667]","[16.09523809523808, 48.0]",Opponent
,,,,,,
CSU Bakersfield,26,Pass,Successful,"[19.14285714285713, 52.19047619047619]","[23.33333333333332, 24.38095238095238]",Opponent
,,,,,,
CSU Bakersfield,26,Pass,Successful,"[22.571428571428562, 24.76190476190476]","[21.619047619047606, 51.23809523809524]",Opponent
,,,,,,
CSU Bakersfield,26,Pass,Successful,"[32.09523809523808, 41.904761904761905]","[32.47619047619046, 18.85714285714286]",Opponent
,,,,,,
CSU Bakersfield,26,Pass,Successful,"[39.52380952380951, 21.714285714285722]","[59.52380952380951, 4.761904761904759]",Opponent
,,,,,,
CSU Bakersfield,26,Pass,Successful,"[61.04761904761903, 3.238095238095241]","[73.23809523809521, 8.0]",Opponent
,,,,,,
CSU Bakersfield,26,Pass,Successful,"[77.8095238095238, 13.904761904761912]","[92.09523809523807, 24.76190476190476]",Opponent
,,,,,,
CSU Bakersfield,26,Shot(foot),Unsuccessful,"[95.33333333333331, 42.666666666666664]","[118.95238095238093, 37.333333333333336]",Opponent
,,,,,,
CSU Bakersfield,27,Set Piece,Successful,"[119.52380952380952, 0.5714285714285694]","[108.09523809523807, 49.714285714285715]",Opponent
,,,,,,
CSU Bakersfield,27,Shot(head),Unsuccessful,"[108.66666666666666, 51.04761904761905]","[119.52380952380952, 42.666666666666664]",Opponent
,,,,,,
UC Riverside,28,Tackle,Successful,"[82.95238095238093, 11.61904761904762]","[-1, -1]",Opponent
,,,,,,
UC Riverside,28,Pass,Successful,"[33.61904761904761, 29.523809523809533]","[25.047619047619037, 50.666666666666664]",Opponent
,,,,,,
UC Riverside,28,Pass,Successful,"[29.809523809523803, 50.476190476190474]","[23.33333333333332, 42.476190476190474]",Opponent
,,,,,,
UC Riverside,28,Pass,Successful,"[21.428571428571416, 43.04761904761905]","[23.90476190476189, 38.095238095238095]",Opponent
,,,,,,
UC Riverside,28,Pass,Successful,"[23.33333333333332, 37.333333333333336]","[17.999999999999986, 37.904761904761905]",Opponent
