Game,numOpportunity,Event,Result,Start Pos,End Pos,Team
UNLV,0,Pass,Unsuccessful,"[77.8095238095238, 46.285714285714285]","[45.04761904761903, 52.76190476190476]",UCSD
UNLV,0,1st Ball,Successful,"[84.47619047619045, 8.19047619047619]","[-1, -1]",Opponent
UNLV,0,1st Ball,Successful,"[46.95238095238094, 8.0]","[46.95238095238094, 8.0]",UCSD
UNLV,0,2nd Ball,Successful,"[29.619047619047613, 14.285714285714292]","[32.09523809523808, 14.285714285714292]",Opponent
UNLV,0,1st Ball,Successful,"[50.57142857142856, 7.428571428571431]","[50.57142857142856, 7.428571428571431]",Opponent
UNLV,0,2nd Ball,Successful,"[86.19047619047618, 17.904761904761912]","[86.19047619047618, 17.904761904761912]",Adam
UNLV,0,1st Ball,Successful,"[32.85714285714284, 43.42857142857143]","[33.04761904761903, 43.42857142857143]",Opponent
UNLV,0,2nd Ball,Successful,"[38.19047619047618, 49.904761904761905]","[38.19047619047618, 49.904761904761905]",UCSD
UNLV,0,Pass,Successful,"[33.04761904761903, 45.523809523809526]","[20.476190476190467, 54.476190476190474]",UCSD
UNLV,0,Pass,Unsuccessful,"[2.3809523809523725, 52.0]","[5.238095238095227, 47.80952380952381]",UCSD
UNLV,0,Pass,Unsuccessful,"[7.714285714285701, 73.33333333333333]","[4.666666666666657, 28.38095238095238]",UCSD
UNLV,0,1st Ball,Successful,"[3.5238095238095113, 27.42857142857143]","[-1, -1]",Opponent
UNLV,0,2nd Ball,Successful,"[4.857142857142847, 17.14285714285714]","[4.857142857142847, 17.14285714285714]",UCSD
UNLV,0,Pass,Unsuccessful,"[1.999999999999993, 17.523809523809533]","[6.3809523809523725, 31.80952380952381]",UCSD
UNLV,0,1st Ball,Successful,"[82.95238095238093, 13.523809523809533]","[-1, -1]",Evan
UNLV,0,2nd Ball,Successful,"[76.85714285714283, 7.238095238095241]","[76.85714285714283, 7.238095238095241]",Carter
UNLV,0,Pass,Successful,"[87.7142857142857, 12.19047619047619]","[67.14285714285714, 9.523809523809533]",UCSD
UNLV,0,1st Ball,Successful,"[90.19047619047618, 12.0]","[-1, -1]",Opponent
UNLV,0,2nd Ball,Successful,"[91.14285714285714, 27.42857142857143]","[91.14285714285714, 27.42857142857143]",Jonah
UNLV,0,1st Ball,Successful,"[97.04761904761904, 23.61904761904762]","[97.04761904761904, 23.61904761904762]",Opponent
UNLV,0,2nd Ball,Successful,"[96.28571428571428, 21.14285714285714]","[96.28571428571428, 21.14285714285714]",Opponent
UNLV,0,1st Ball,Successful,"[104.66666666666666, 39.04761904761905]","[104.66666666666666, 39.04761904761905]",Evan
UNLV,0,2nd Ball,Successful,"[95.9047619047619, 52.0]","[95.9047619047619, 52.0]",Opponent
UNLV,0,Tackle,Successful,"[92.85714285714286, 54.285714285714285]","[92.85714285714286, 54.285714285714285]",Quin
UNLV,0,Tackle,Successful,"[93.61904761904762, 36.57142857142857]","[93.61904761904762, 36.57142857142857]",Jonah
UNLV,0,Pass,Successful,"[90.57142857142856, 43.42857142857143]","[28.66666666666665, 47.42857142857143]",Nolan
UNLV,0,1st Ball,Successful,"[29.42857142857141, 47.80952380952381]","[-1, -1]",UCSD
UNLV,0,2nd Ball,Successful,"[32.47619047619046, 39.61904761904762]","[32.47619047619046, 39.61904761904762]",Opponent
UNLV,0,Pass,Successful,"[60.09523809523808, 7.61904761904762]","[29.809523809523803, 4.571428571428569]",UCSD
UNLV,0,Pass,Successful,"[50.38095238095237, 4.19047619047619]","[31.33333333333332, 2.4761904761904816]",UCSD
UNLV,0,Pass,Unsuccessful,"[33.8095238095238, 2.285714285714292]","[7.714285714285701, 48.57142857142857]",UCSD
UNLV,0,1st Ball,Successful,"[8.666666666666657, 46.095238095238095]","[-1, -1]",Opponent
UNLV,0,2nd Ball,Successful,"[38.57142857142856, 63.42857142857143]","[38.57142857142856, 63.42857142857143]",UCSD
UNLV,0,Pass,Successful,"[37.42857142857141, 64.38095238095238]","[24.666666666666657, 73.52380952380952]",UCSD
UNLV,0,Pass,Successful,"[69.42857142857142, 34.66666666666667]","[58.95238095238094, 38.85714285714286]",Quin
UNLV,0,Pass,Successful,"[48.85714285714284, 44.76190476190476]","[37.42857142857141, 59.80952380952381]",UCSD
UNLV,0,Pass,Successful,"[34.57142857142856, 63.23809523809524]","[15.714285714285701, 75.80952380952381]",UCSD
UNLV,0,Pass,Unsuccessful,"[17.999999999999986, 73.52380952380952]","[12.666666666666657, 33.142857142857146]",UCSD
UNLV,0,1st Ball,Successful,"[13.047619047619037, 31.42857142857143]","[-1, -1]",Opponent
UNLV,0,2nd Ball,Successful,"[24.09523809523808, 6.476190476190482]","[24.09523809523808, 6.476190476190482]",UCSD
UNLV,0,Pass,Successful,"[60.66666666666665, 9.333333333333343]","[30.761904761904752, 10.476190476190482]",UCSD
UNLV,0,Pass,Successful,"[31.33333333333332, 10.476190476190482]","[11.904761904761891, 6.285714285714292]",UCSD
UNLV,0,Pass,Successful,"[7.523809523809511, 4.0]","[10.952380952380942, 40.761904761904766]",UCSD
UNLV,0,Shot(head),Unsuccessful,"[12.476190476190467, 40.38095238095238]","[5.428571428571416, 38.285714285714285]",UCSD
UNLV,0,Pass,Successful,"[30.380952380952372, 31.61904761904762]","[14.571428571428562, 55.42857142857143]",Jonah
UNLV,0,Shot(foot),Unsuccessful,"[21.809523809523796, 54.095238095238095]","[0.6666666666666572, 40.57142857142857]",UCSD
UNLV,0,1st Ball,Successful,"[89.8095238095238, 20.38095238095238]","[-1, -1]",Evan
UNLV,0,2nd Ball,Successful,"[65.42857142857142, 18.285714285714292]","[65.42857142857142, 18.285714285714292]",Opponent
UNLV,0,Pass,Successful,"[71.14285714285714, 42.476190476190474]","[77.61904761904759, 62.476190476190474]",Jonah
UNLV,0,Pass,Successful,"[77.61904761904759, 60.38095238095238]","[52.09523809523808, 72.95238095238095]",UCSD
UNLV,0,Pass,Successful,"[50.38095238095237, 71.23809523809524]","[28.28571428571427, 66.85714285714286]",UCSD
UNLV,0,Shot(foot),Unsuccessful,"[22.380952380952372, 55.80952380952381]","[1.0476190476190368, 49.904761904761905]",UCSD
UNLV,0,1st Ball,Successful,"[69.61904761904759, 14.857142857142861]","[-1, -1]",Jonah
UNLV,0,2nd Ball,Successful,"[52.66666666666665, 17.904761904761912]","[51.52380952380951, 17.523809523809533]",UCSD
UNLV,0,1st Ball,Successful,"[70.57142857142856, 23.61904761904762]","[70.57142857142856, 23.61904761904762]",Jonah
UNLV,0,2nd Ball,Successful,"[76.28571428571428, 17.523809523809533]","[76.28571428571428, 17.523809523809533]",Evan
UNLV,0,Pass,Successful,"[64.47619047619045, 20.76190476190476]","[55.33333333333332, 13.142857142857139]",UCSD
UNLV,0,Pass,Successful,"[47.90476190476189, 10.095238095238102]","[6.190476190476183, 14.095238095238102]",UCSD
UNLV,0,Pass,Successful,"[3.3333333333333215, 16.76190476190476]","[9.428571428571416, 34.85714285714286]",UCSD
UNLV,0,Pass,Unsuccessful,"[54.57142857142856, 16.19047619047619]","[41.8095238095238, 0.0]",Jonah
UNLV,0,1st Ball,Successful,"[112.85714285714286, 36.19047619047619]","[-1, -1]",Adam
UNLV,0,Pass,Unsuccessful,"[72.28571428571428, 68.57142857142857]","[52.47619047619046, 56.0]",UCSD
UNLV,0,Pass,Successful,"[84.28571428571428, 75.80952380952381]","[67.33333333333331, 74.66666666666666]",UCSD
UNLV,0,Pass,Unsuccessful,"[85.61904761904759, 12.19047619047619]","[44.66666666666665, 7.428571428571431]",UCSD
UNLV,0,Pass,Successful,"[91.7142857142857, 59.23809523809524]","[117.04761904761904, 62.095238095238095]",Opponent
UNLV,0,Pass,Successful,"[75.9047619047619, 61.714285714285715]","[45.6190476190476, 4.19047619047619]",UCSD
UNLV,0,Pass,Successful,"[78.19047619047618, 51.23809523809524]","[60.09523809523808, 73.14285714285714]",UCSD
UNLV,0,Pass,Successful,"[53.99999999999999, 76.0]","[31.14285714285713, 64.76190476190476]",UCSD
UNLV,0,1st Ball,Successful,"[49.6190476190476, 16.57142857142857]","[49.6190476190476, 16.57142857142857]",UCSD
UNLV,0,Pass,Unsuccessful,"[80.85714285714283, 56.76190476190476]","[72.85714285714283, 47.04761904761905]",UCSD
UNLV,0,Shot(foot),Unsuccessful,"[89.04761904761904, 42.666666666666664]","[119.33333333333331, 44.0]",Opponent
UNLV,0,1st Ball,Successful,"[29.999999999999993, 59.04761904761905]","[-1, -1]",Opponent
UNLV,0,2nd Ball,Successful,"[35.14285714285713, 65.14285714285714]","[35.14285714285713, 65.14285714285714]",UCSD
UNLV,0,1st Ball,Successful,"[8.09523809523808, 28.76190476190476]","[8.09523809523808, 28.76190476190476]",Opponent
UNLV,0,Pass,Successful,"[61.04761904761903, 12.76190476190476]","[49.99999999999999, 2.6666666666666714]",UCSD
UNLV,0,Pass,Successful,"[46.95238095238094, 3.238095238095241]","[33.23809523809522, 11.80952380952381]",UCSD
UNLV,0,Pass,Successful,"[49.04761904761903, 4.761904761904759]","[20.476190476190467, 2.095238095238102]",UCSD
UNLV,0,Pass,Successful,"[3.904761904761891, 10.857142857142861]","[7.523809523809511, 37.142857142857146]",UCSD
UNLV,0,Shot(foot),Successful,"[6.761904761904752, 37.523809523809526]","[0.0952380952380878, 41.142857142857146]",UCSD
UNLV,0,1st Ball,Successful,"[91.9047619047619, 70.28571428571428]","[-1, -1]",Opponent
UNLV,0,1st Ball,Successful,"[104.09523809523807, 21.714285714285722]","[104.47619047619045, 22.095238095238102]",UCSD
UNLV,0,2nd Ball,Successful,"[93.04761904761904, 20.95238095238095]","[93.04761904761904, 20.76190476190476]",UCSD
UNLV,0,1st Ball,Successful,"[106.76190476190476, 36.761904761904766]","[106.95238095238093, 36.19047619047619]",Adam
UNLV,0,2nd Ball,Successful,"[105.8095238095238, 40.952380952380956]","[105.8095238095238, 40.952380952380956]",Adam
UNLV,0,1st Ball,Successful,"[100.85714285714286, 34.285714285714285]","[100.85714285714286, 34.285714285714285]",Evan
UNLV,0,1st Ball,Successful,"[32.66666666666665, 14.666666666666671]","[32.47619047619046, 14.857142857142861]",Opponent
UNLV,0,2nd Ball,Successful,"[47.33333333333332, 19.80952380952381]","[47.33333333333332, 22.47619047619048]",Opponent
UNLV,0,Tackle,Unsuccessful,"[49.8095238095238, 19.42857142857143]","[49.8095238095238, 19.42857142857143]",Jonah
UNLV,0,1st Ball,Successful,"[112.28571428571428, 35.42857142857143]","[112.28571428571428, 35.42857142857143]",Evan
UNLV,0,2nd Ball,Successful,"[82.19047619047618, 34.095238095238095]","[83.52380952380952, 34.85714285714286]",Opponent
UNLV,0,Shot(foot),Unsuccessful,"[94.19047619047618, 25.33333333333333]","[119.52380952380952, 38.095238095238095]",Opponent
UNLV,0,1st Ball,Successful,"[32.47619047619046, 42.85714285714286]","[-1, -1]",Opponent
UNLV,0,1st Ball,Successful,"[70.57142857142856, 45.333333333333336]","[70.57142857142856, 45.333333333333336]",Evan
UNLV,0,2nd Ball,Successful,"[64.47619047619045, 55.04761904761905]","[64.47619047619045, 55.42857142857143]",Opponent
UNLV,0,Tackle,Successful,"[63.33333333333332, 51.80952380952381]","[63.52380952380951, 51.80952380952381]",Jonah
UNLV,0,Pass,Unsuccessful,"[35.7142857142857, 50.285714285714285]","[13.428571428571416, 80.0]",UCSD
UNLV,0,Tackle,Successful,"[37.04761904761903, 50.476190476190474]","[-1, -1]",Quin
UNLV,0,Pass,Successful,"[24.28571428571427, 26.85714285714286]","[14.380952380952372, 13.333333333333343]",UCSD
