Game,numOpportunity,Event,Result,Start Pos,End Pos,Team
UNLV,1,2nd Ball,Successful,"[25.999999999999986, 56.0]","[25.999999999999986, 56.0]",Evan
UNLV,1,Pass,Successful,"[33.42857142857141, 51.80952380952381]","[56.09523809523808, 72.95238095238095]",UCSD
UNLV,1,Pass,Successful,"[50.95238095238094, 75.80952380952381]","[85.42857142857142, 75.04761904761905]",UCSD
UNLV,1,Pass,Successful,"[30.190476190476183, 51.42857142857143]","[46.38095238095237, 46.095238095238095]",UCSD
UNLV,1,Pass,Successful,"[38.76190476190475, 48.952380952380956]","[48.09523809523808, 39.61904761904762]",Jonah
UNLV,1,Pass,Successful,"[61.04761904761903, 37.523809523809526]","[86.38095238095238, 5.142857142857153]",UCSD
UNLV,1,1st Ball,Successful,"[115.9047619047619, 41.904761904761905]","[-1, -1]",Opponent
UNLV,1,2nd Ball,Successful,"[94.95238095238093, 41.904761904761905]","[94.95238095238093, 41.904761904761905]",Woody
UNLV,1,Pass,Unsuccessful,"[96.47619047619045, 39.42857142857143]","[114.0, 34.095238095238095]",UCSD
UNLV,1,1st Ball,Successful,"[114.38095238095238, 33.714285714285715]","[-1, -1]",Opponent
UNLV,1,2nd Ball,Successful,"[99.7142857142857, 23.23809523809524]","[99.7142857142857, 23.23809523809524]",Opponent
